Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
454a330830ee54f49706e8185396be410f2ed878,ca83178fa4ea3bcd66fe18442103abfb68222d7a44086870f2a2ad16a8ae091062277415b3eb36b5208e701f033ff98c5a3a1ec47abe044b0c475d49e7bb1950,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,1111,12.26,,,38,3,31.75,0.00,0.00,0.00,31.75,Prcard,Flash Cab,41.812948939,-87.617859676,POINT (-87.6178596758 41.8129489392),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
086ce06a1deb9e0d285f29f6faa7a7751b35e0f4,2562c5abd0c79356d2b6ed696ff9c61f3c6a7452176e067079eeb9ab4869816e5cc637b2464ae3846a2522762c036f3adf77216a829bbed5fbc5bd7da2dda337,01/11/2024 12:00:00 AM,01/11/2024 12:45:00 AM,3502,3.79,,,10,76,29.50,0.00,0.00,0.00,29.50,Prcard,Blue Ribbon Taxi Association,41.985015101,-87.804532006,POINT (-87.8045320063 41.9850151008),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
4adb5258b1134ecaf3db953b6d15d2dcd92d3e88,897810ef0d64d2a9bd73c7c707459a14646e3e20478e13bc3985a7ae3b14076906876d1c234b6420eaeb82190818e53c7543ee3011ad3af41217d8d49f159672,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,1140,0.8,,,76,22,34.50,8.00,0.00,5.00,47.50,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
a673a9190b568db5a956449d9faaffc18a916242,2e4c6dca6d9a00db6fbb4a64a9f35e622657eebd4ed00870407d07a9c08fa506e9b9da04cd9856f03635c749316d394526f206f2c00c1394cce0685a9e49e8ae,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,1320,14,,,,22,35.50,10.00,0.00,4.00,49.50,Credit Card,Chicago City Taxi Association,,,,41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
abe2fdce956525b18016933920fbd5618d8f58f1,3618045f9110d4d88482266ade23659c1a50d32ac37f205c15614b1ada9d4ca14b171329afed5dfd81c7525bd5a05fe614cb63b2aa48d920626b519e20d9e146,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,0,0,,,24,24,3.25,0.00,0.00,0.00,3.25,Cash,Taxi Affiliation Services,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
acd17a12ec46e5a15cc124c6551441261f908ae8,1d68f4a1c3b620f920838643bf3801e757b6791f86700abce6ca5936659e046f715635d4bda0aadcedb6df46949cf9d74003f214779efdd04138bd36adf5d9c9,01/11/2024 12:00:00 AM,01/11/2024 02:00:00 AM,6908,7.94,,,15,76,56.25,0.00,0.00,0.00,56.25,Cash,Sun Taxi,41.954027649,-87.763399032,POINT (-87.7633990316 41.9540276487),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
09ce9627b63583c22c7d0ab51e09794e3c7c7dc3,a0a66f6e978125e040111831d60457ff2551356865bd690a9febf774a9f8f3b2126a13dc0f3309a86d84d15921009289dce39a03b89b2b952f6ca1aef1d94e0a,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1220,14.32,,,76,24,36.00,8.50,0.00,6.00,51.00,Credit Card,Medallion Leasin,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
29f05e92d4f7f448fc6908b7d1666fde7446b409,f42c1db446b1252847c7fc550a732ffc6dd30cb59113f865c8602f0bd8989affad8aaa298d63e61a5ac8af60db519df6d9653ad2abd4f850db4a595661ec2e1d,01/11/2024 12:00:00 AM,01/11/2024 12:45:00 AM,2040,32.6,17031980000,,76,,75.00,5.00,0.00,41.50,121.50,Credit Card,Choice Taxi Association,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),,,
af556245cfa019559525ce78f29c387d0f526800,2130bc5fd239a4e3b304662424fb4cc7db0ca7abf78cc548f0ca8a6cee8fc3cb2e029cbd0db9a48b47c50cbb864ec1b70fd438dde4b789123292c8f4cbcf166f,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1620,17.6,,,76,,42.25,13.75,0.00,26.00,82.00,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
2b3f11b64e770a76b28ebf1cdc82f1030fc6d63d,8c513c0061e8e616e7d6f25d5fd1bbd0d5bfd90fabe8b6979e8d2e4f00365d9f3c4240e2cad918dccadad5cba2eb75877c3e0ca9838ab67044703b4228bb2c99,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1633,14.57,,,3,40,40.83,0.00,0.00,0.00,40.83,Cash,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.792357223,-87.61793138,POINT (-87.6179313803 41.7923572233)
339ea232ed9e78ca02b5f1b717ac8c1e71f363d6,b71c6761efe32829e7e453b0c6fcb78a456a7d83c720c746ac0575025dd8c5e3cd6b554288cf71419c89931c34166201ab5f47fe928d5d18e377bad66b8750fc,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,370,1.25,,,8,8,6.50,0.00,0.00,0.00,6.50,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
0abdc88fa77dec61b73bd83759ab333d41cbf82f,0bea3de3c36237d68b009b24ee3db86c78e9e618a73a3b5776e5f4bba06775f91b3520db910d24b97d577e57c4372f5d9d2eb58d338f3a0add0e37c0f71f6701,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,1260,15.9,,,76,7,39.00,10.26,0.00,4.00,53.26,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
ccdaeb4f7bcc74b94535d1781a2e707d9f7c7012,913c95ba782fa447b7c55fbfc38d040907d13e7ddf7282a75fe448d2a25082dcdab927cd930805ea14e62bc534d5288669b15f73751bd43a746cc9e3bbddb2f4,01/11/2024 12:00:00 AM,01/11/2024 01:00:00 AM,3468,16.74,,,48,44,47.00,0.00,0.00,0.00,47.00,Prcard,Flash Cab,41.729676423,-87.572717134,POINT (-87.5727171342 41.7296764229),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
3682fc7dae0496797d91acfc0273ddab1ef5d7ad,f231bcdb9ecc171d44032640fced8351f4bcf6542b673e9bf964993e988b80417a3881d4cc37f8a590ad556978f3df0633773b1d8fe4cbf42126b4224f430036,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1289,15.92,,,76,,39.75,0.00,3.00,24.25,67.50,Credit Card,Taxicab Insurance Agency Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
d40ff3a91b60497ea8440a35688dc959c59c0e15,9d5707af7fd937c1c174f5a6b7ec14efed12a3c03d7e168e8b2e71af0108d8a04304d35e69cbf635884a7f822d03125fd2aa6224f41d9004543047cccbd8d37e,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1454,19.16,,,76,33,46.75,12.81,0.00,4.00,64.06,Credit Card,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
3c2286306a040426151165017dd532aca4b9101f,00fbd9a7e5fce4db91d74af6c82fc74f07d246b40435a71356a60c170ef136ab5f853dce0cd6a6443dc01eb817d4048e22537c521d508533b79574bad77e9c81,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,224,1.08,,,,,50.00,0.00,0.00,0.00,50.00,Cash,Flash Cab,,,,,,
6b43742e3767af612a0a03dd61322a2fc3b9ff7b,356744753023949fa63be6a6d7e0aef31f2d50dd3b0258449c6b8b6d277765da6955b1ef88c72ca79a9db0d3c20b162fce7cd9ec113b49da61c12c2c546915d4,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,404,6.95,,,31,69,18.75,0.00,0.00,0.00,18.75,Prcard,Flash Cab,41.850266366,-87.667569312,POINT (-87.667569312 41.8502663663),41.763246799,-87.616134111,POINT (-87.6161341112 41.7632467988)
df210b0e20833d38750905afbff7ff34521be7c1,f6aac57dbd69c58200d6fb22bbffe1343ca6ea5eece073d452f97009803408626e6357e405c35bffde1495f078c83419ca0378e26d8dca04c6b81644638cefc9,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,1200,0.8,,,21,41,36.00,0.00,0.00,0.00,36.00,Unknown,Taxi Affiliation Services,41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962),41.794090253,-87.592310855,POINT (-87.592310855 41.794090253)
e34c6814adfbc9c1e95b09a5b2f1b3c3d2d135a5,3f2a24e813695ce63232d6cccfc688ad3875df09b609fa761fade5314d178e3107a4e8cde05936a4d0bf8f03186e3b6f88e620da8b50a225c1d2169cdc40d10a,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1440,8.1,,,8,58,24.00,0.00,0.00,0.00,24.00,Cash,Chicago City Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.817366208,-87.698860797,POINT (-87.6988607973 41.8173662079)
e89d2b23d01c44e21fa6912d914a5c9edfa19c0e,ff60dabe17243a25435dcaf430a8b31615374bfc6be8416ff770306b39478cf34a5adedd497213f79bc39863f1048b62a3b7ceb4623d226104e44e82fae2438f,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,2169,27.46,,,3,,67.07,0.00,0.00,0.00,67.07,Cash,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),,,
6cf20a8777afaadecf6191695dc8ea2334ee2ae5,a908810e453517a999fae93d2e872dba6ba87bb4e6ea2ead982ad8ceb43d22508c25c5e75371dc57ac301708b43171fa3031bd92f75a304525103d0db749c9ad,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1260,12.7,17031980000,,76,,32.25,9.65,0.00,6.00,47.90,Credit Card,Taxi Affiliation Services,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),,,
ec1b87928a5ff189cff6154a3c5ac15c4ba981dd,a500c0da8fa893c9bdff48770ab8acfcb8d874014a09a9bfbff7f3e682919e522adb81b4d4036f38f7fd9b6475d1bfe50c0ec5d1805bc67d21281e800073adcf,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1500,0.9,,,76,24,38.75,8.65,0.00,4.00,51.40,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
ecfb6dda27745e73dbc521bf3ea5585ab697fbe1,f29ed34900f8b339ab279eda0189ecae3312801dab967e2c71b537bcc8c744c8a8691d428541cc969b2eceae6fc36a8c6bfde2f469eba49c78ac96fa96665d9d,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1841,13.77,,,56,53,35.25,4.00,0.00,4.00,43.75,Credit Card,Sun Taxi,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.673819904,-87.635739777,POINT (-87.6357397768 41.6738199043)
6e27196db461b1188e2ecda9acf69a5aee757c7c,6dbac74c2838addb28d0bf34cf126cf1624cc61180bfb2f89753e3502a23830135b61ebb9ce5902c21cc58a8587ca4f9a369cba30ca46a136813508f1e3cc4c7,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,1546,18.18,17031980000,17031320100,76,32,44.50,8.00,0.00,5.00,58.00,Credit Card,Taxicab Insurance Agency Llc,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
719a61a4f0b8390a5942ab484a237e3aaba68523,11bb28dc5075f790bd4529d80a571002aeb69fd4145015caf45040d4ed2268d2aeb42f82059e30bea7db4eb4819c577912f80ee59b6444902599e580a78c6ebe,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,792,4.77,,,8,6,15.25,0.00,0.00,0.00,15.25,Cash,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
3c3317f11bd43355045b7ef7046ebf6b16a4e42e,3618045f9110d4d88482266ade23659c1a50d32ac37f205c15614b1ada9d4ca14b171329afed5dfd81c7525bd5a05fe614cb63b2aa48d920626b519e20d9e146,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,0,0,,,24,24,3.25,0.00,0.00,11.25,14.50,Credit Card,Taxi Affiliation Services,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
f79666910a7229720a62f75681e1d364915a579e,2f8c51760f8358b29119959a9a4864d3d320e18a642b598248ccab958908a1da90ed708a7665d4a22a6c0c986b048239e4cd8fcff79c744d5ea2713259678b6a,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,940,10.24,,,8,44,27.00,0.00,0.00,1.00,28.00,Prcard,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
0769896a40a39f85df88d295ab13d1bf534e3a15,a0144e27e6b11720292c08c38cc696f14e6254bbbad9719b78f017a6b01f99447cb485124377fdcc851e412403e14575490b637104cf6f1bf65858571a8e1e9f,01/11/2024 12:00:00 AM,01/11/2024 12:15:00 AM,840,0,,,76,,21.75,20.00,0.00,5.50,47.25,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
0814c6fc96c7ae62b07c1ba3223c57de3068eeed,f6d4ccd11c7def8e9b0a7cbfea8c9b1a733540a60eea288eddb58a3da5f060761c8cb089728d64db62b77cbfd9b4488c9c4207817292d620903a9813cd25ee9b,01/11/2024 12:00:00 AM,01/11/2024 12:30:00 AM,1638,14.53,,,76,6,37.50,3.00,0.00,4.00,45.00,Mobile,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
f221a36c64fd8ca40914d28521f9ce0ca84ea35b,880b8006d96b7bdf4bcd838a909807e72f4d0e1ee9d3e50da5a86d87a862b2a1b5a27dcccee25a7f1a0c175191a96a4428836d4d0270cc96efdc0c8925f14a30,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,689,4.44,,,76,,14.00,0.00,0.00,0.00,14.00,Cash,Taxicab Insurance Agency Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
f65fa6aec1708915a49598fc9947d978569a9028,f6aac57dbd69c58200d6fb22bbffe1343ca6ea5eece073d452f97009803408626e6357e405c35bffde1495f078c83419ca0378e26d8dca04c6b81644638cefc9,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,60,0,,,21,21,3.25,0.00,0.00,0.00,3.25,Cash,Taxi Affiliation Services,41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962),41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962)
fd04b912812c3f9f2164f89f0a4b1986537aa8f2,a5773b01fdb93b30f2654acc2ce7fee5319896755a36e872d375b2a299f5ab838a72133f2d6f3598e81a025f0e87ae2ba6331888541dd204f37721f63996f7a3,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,60,0,,,76,76,3.50,0.00,0.00,4.00,7.50,Cash,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
fffd9014b750d41111cfd464a830d314281df06e,41a48c4607a84559d8760d511527018e3da952a7b33a8234bb476e04edbc3a59897c6bf50a68676f05ea3ffd1b5705d8d78e1f6926b530466299e5e15468753e,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,1155,16.6,,,76,8,41.50,6.00,0.00,4.00,52.00,Credit Card,City Service,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
996cf5889a6d1193f7a3533b5cd1b7281c6e9c5e,00fbd9a7e5fce4db91d74af6c82fc74f07d246b40435a71356a60c170ef136ab5f853dce0cd6a6443dc01eb817d4048e22537c521d508533b79574bad77e9c81,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,344,1.23,,,,,60.00,0.00,0.00,0.00,60.00,Cash,Flash Cab,,,,,,
034675e542580fea1fa0a4c77bca4d5ce03cac3c,332d91df72ca990499bcd315dda5decb444abfd0cb3875c2a85da0d8248f3c858798df8f11a02e87f16b1a1b6c4055329030013e809c2f28926e0a1f6f117116,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,1200,17.5,,,76,8,42.50,6.98,0.00,4.00,53.48,Credit Card,Chicago Independents,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
146f9b3a34b18f355e41aea29ad70096a3ad30d7,f71223a469d78a2f65a090adc9d4fb5ae08dfc6694c65046888685e3d850c9e10d9393dc23eab58ce250ab6fd661d74d3879856e07cc7837cc2ec04b75599604,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,662,1.7,,,8,32,8.75,0.00,0.00,0.00,8.75,Cash,Chicago Independents,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
154a0779a03b38ecf41b3966879b71845e13689b,5732bb53e9becb096e11b52228bb5079a585622bd15b745b5951f8ae0fa018ac511f3faf0863a9e890c5b8be5a601b6ee2e6301404137fa406855840ef83d45c,01/10/2024 12:00:00 AM,01/10/2024 12:45:00 AM,2820,33.8,,,56,,79.75,0.00,0.00,45.00,124.75,Credit Card,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),,,
235d67be452cee0dda3608ad586f9ca78d1e17ce,99c4682167a731b8fb229720c27d36b90990f69492b6b38c4bc1011c7f4cb0f94459490ec3f333b95d67cc0750a0c9b9f66077d8fafc208768a2570b05bcf8f4,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,557,3.42,,,76,,11.75,10.00,0.00,4.00,26.25,Credit Card,Globe Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
23b884ab09b002f41d49fadcc5c0ec396712237b,3f2a24e813695ce63232d6cccfc688ad3875df09b609fa761fade5314d178e3107a4e8cde05936a4d0bf8f03186e3b6f88e620da8b50a225c1d2169cdc40d10a,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,540,2.9,,,8,7,10.25,2.65,0.00,0.00,12.90,Credit Card,Chicago City Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
34af6b51458e284562d998d3a7f6b07564e5e3d3,1f041942ef7c61fea34c62c89aea8231e4277ca158d54ef1a738be59f3099e32f7f6626f22cdd82e425bdff13f179feb3f1b12f34b8c1addd999239551c17d2d,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,471,1.87,,,6,3,8.00,0.00,0.00,0.00,8.00,Cash,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
3e986e582661fd65bdf002e3cd82a9298723b506,fd1428886e44bcaee631154a2aa027fc78c57aea0c405b368bb0103a91868396da56d28906cde90333d45bc55ff218d848d2aa3cc7d4243cb6a6751fd290e608,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,702,4.87,,,76,76,14.50,8.00,0.00,0.00,23.00,Credit Card,Chicago Independents,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
3f338876a5ae7ddd7c2ade461e506c24ef68c82d,db757f6c1157d9f81e266396132cd641837c189b803c52df09f005d4aaa36fa8f3c786b71c307bad992636122a7c61873571d96ff24468fd19e4f40d00a3da15,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,281,0.69,,,8,8,5.25,0.00,0.00,0.00,5.25,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
3f49c637605090e41a51f43c390ea785e99a7e42,913c95ba782fa447b7c55fbfc38d040907d13e7ddf7282a75fe448d2a25082dcdab927cd930805ea14e62bc534d5288669b15f73751bd43a746cc9e3bbddb2f4,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,617,0,,,28,32,11.30,2.00,0.00,0.00,13.30,Mobile,Flash Cab,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
4a48c035a7d790ef8da0a8469f2c1c866afe2dfb,f22d372580a91dd7d12e47e7097cae55385ae91857e36b7905ed26e666e43afa294c97a87c9874a35a6e413bf42eab7955736ad2aa6388e43fdadd719d343796,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,571,2.62,,,76,,10.00,2.00,0.00,4.00,16.50,Credit Card,City Service,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
4dbb76b0eee5f62ab2776e21ee5ac2b22961a5fc,f07a57e895784bd00e38847f25ebf6c1964e28f0e83cc3533ac42e3d263d1794b2c9466d4d29f6a594231d891f4de8c53a7736fabed7eb024568b0df444f457b,01/10/2024 12:00:00 AM,01/10/2024 12:15:00 AM,890,11.64,,,56,39,29.75,6.05,0.00,0.00,35.80,Prcard,Medallion Leasin,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.808916283,-87.596183344,POINT (-87.5961833442 41.8089162826)
